Fecha;Origen - Base de datos;Comprobante;Item - Cantidad;Artículo - Código;Artículo;Item - Monto sin impuestos;Item - Monto con impuestos;Item - Descuento sin impuestos;Item - Descuento con impuestos;Item - Monto Neto sin impuestos;Item - Monto Neto
11/11/24;ERIOS;FEN B 0039-00003209;1;204;204 Balsam Dermoprotector x255;11096,6942;13427;0;0;11096,6942;13427
2/11/24;ERIOS;FEN B 0039-00003113;1;36;36 Shampoo Gel Potenci.1007 x400ml;10909,0909;13200;0;0;10909,0909;13200
18/11/24;ERIOS;FEN B 0039-00003288;1;36;36 Shampoo Gel Potenci.1007 x400ml;10909,0909;13200;0;0;10909,0909;13200
22/11/24;ERIOS;FEN B 0039-00003323;1;36;36 Shampoo Gel Potenci.1007 x400ml;10909,0909;13200;0;0;10909,0909;13200
6/11/24;ERIOS;FEN B 0039-00003146;1;383;383 Champú Phytoplus Cítrico x400;9770,2479;11822;7,252;8,7749;9762,9959;11813,2237
9/11/24;ERIOS;FEN B 0039-00003173;1;383;383 Champú Phytoplus Cítrico x400;9770,2479;11822;18,1818;22;9752,0661;11800
8/11/24;ERIOS;FEN B 0039-00003165;1;498;498 Óleo de Argan Frasco x30ml;15302,4793;18516;0;0;15302,4793;18516
2/11/24;ERIOS;FEN B 0039-00003109;1;145;145 Champú Bifermix x400ml;9876,0331;11950;0;0;9876,0331;11950
6/11/24;ERIOS;FEN B 0039-00003142;1;145;145 Champú Bifermix x400ml;9876,0331;11950;987,7265;1195,149;8888,3066;10754,8492
8/11/24;ERIOS;FEN B 0039-00003170;1;145;145 Champú Bifermix x400ml;9876,0331;11950;0;0;9876,0331;11950
15/11/24;ERIOS;FEN B 0039-00003234;1;145;145 Champú Bifermix x400ml;9876,0331;11950;0;0;9876,0331;11950
30/11/24;ERIOS;FEN B 0039-00003418;1;145;145 Champú Bifermix x400ml;9876,0331;11950;0;0;9876,0331;11950
17/11/24;ERIOS;FEN B 0039-00003276;1;145;145 Champú Bifermix x400ml;9876,0331;11950;0;0;9876,0331;11950
22/11/24;ERIOS;FEN B 0039-00003327;1;145;145 Champú Bifermix x400ml;9876,0331;11950;0;0;9876,0331;11950
