Fecha;Origen - Base de datos;Comprobante;Item - Cantidad;Artículo - Código;Artículo;Item - Monto sin impuestos;Item - Monto con impuestos;Item - Descuento sin impuestos;Item - Descuento con impuestos;Item - Monto Neto sin impuestos;Item - Monto Neto
22/11/24;ERIOS;FEN B 0039-00003320;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
24/11/24;ERIOS;FEN B 0039-00003346;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;1034,4628;1251,7;9310,1653;11265,3
26/11/24;ERIOS;FEN B 0039-00003357;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;1034,4628;1251,7;9310,1653;11265,3
26/11/24;ERIOS;FEN B 0039-00003358;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;1034,4628;1251,7;9310,1653;11265,3
29/11/24;ERIOS;FEN B 0039-00003397;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;0;0;10344,6281;12517
17/11/24;ERIOS;FEN B 0039-00003276;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
18/11/24;ERIOS;FEN B 0039-00003291;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
18/11/24;ERIOS;FEN B 0039-00003299;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
19/11/24;ERIOS;FEN B 0039-00003306;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
19/11/24;ERIOS;FEN B 0039-00003307;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
19/11/24;ERIOS;FEN B 0039-00003310;2;830;830 Protector termico c/acido hialurónico atom.x250ml;20689,2562;25034;6724,0083;8136,05;13965,2479;16897,9472
13/11/24;ERIOS;FEN B 0039-00003219;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
14/11/24;ERIOS;FEN B 0039-00003227;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
15/11/24;ERIOS;FEN B 0039-00003234;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
15/11/24;ERIOS;FEN B 0039-00003242;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
16/11/24;ERIOS;FEN B 0039-00003253;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;3362,0041;4068,025;6982,624;8448,975
17/11/24;ERIOS;FEN B 0039-00003270;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
10/11/24;ERIOS;FEN B 0039-00003192;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2587,7839;3131,2185;7756,8442;9385,7817
10/11/24;ERIOS;FEN B 0039-00003187;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
10/11/24;ERIOS;FEN B 0039-00003186;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
10/11/24;ERIOS;FEN B 0039-00003196;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
10/11/24;ERIOS;FEN B 0039-00003207;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
11/11/24;ERIOS;FEN B 0039-00003211;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;0;0;10344,6281;12517
7/11/24;ERIOS;FEN B 0039-00003155;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
7/11/24;ERIOS;FEN B 0039-00003157;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
8/11/24;ERIOS;FEN B 0039-00003162;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
8/11/24;ERIOS;FEN B 0039-00003163;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
9/11/24;ERIOS;FEN B 0039-00003182;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2592,562;3137;7752,0661;9380
10/11/24;ERIOS;FEN B 0039-00003189;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
4/11/24;ERIOS;FEN B 0039-00003131;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
5/11/24;ERIOS;FEN B 0039-00003136;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
5/11/24;ERIOS;FEN B 0039-00003136;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
5/11/24;ERIOS;FEN B 0039-00003139;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
6/11/24;ERIOS;FEN B 0039-00003143;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
7/11/24;ERIOS;FEN B 0039-00003153;1;830;830 Protector termico c/acido hialurónico atom.x250ml;10344,6281;12517;2586,157;3129,25;7758,4711;9387,75
4/11/24;ERIOS;FEN B 0039-00003132;1;497;497 Acondiciona. Vitaminado s/Enjua.;9200,8264;11133;0;0;9200,8264;11133
24/11/24;ERIOS;FEN B 0039-00003344;1;497;497 Acondiciona. Vitaminado s/Enjua.;9200,8264;11133;0;0;9200,8264;11133
2/11/24;ERIOS;FEN B 0039-00003113;1;407;407 Balsamo Sell.Bio Color 0% x400g;17438,843;21101;0;0;17438,843;21101
7/11/24;ERIOS;FEN B 0039-00003154;1;407;407 Balsamo Sell.Bio Color 0% x400g;17438,843;21101;10,4149;12,6019;17428,4281;21088,3985
8/11/24;ERIOS;FEN B 0039-00003166;1;407;407 Balsamo Sell.Bio Color 0% x400g;17438,843;21101;17,7507;21,4784;17421,0923;21079,5251
11/11/24;ERIOS;FEN B 0039-00003215;1;407;407 Balsamo Sell.Bio Color 0% x400g;17438,843;21101;0;0;17438,843;21101
15/11/24;ERIOS;FEN B 0039-00003237;1;407;407 Balsamo Sell.Bio Color 0% x400g;17438,843;21101;0;0;17438,843;21101,005
23/11/24;ERIOS;FEN B 0039-00003334;1;407;407 Balsamo Sell.Bio Color 0% x400g;17438,843;21101;0;0;17438,843;21101
23/11/24;ERIOS;FEN B 0039-00003336;1;407;407 Balsamo Sell.Bio Color 0% x400g;17438,843;21101;0;0;17438,843;21101
30/11/24;ERIOS;FEN B 0039-00003400;1;407;407 Balsamo Sell.Bio Color 0% x400g;17438,843;21101;0;0;17438,843;21101
2/11/24;ERIOS;FEN B 0039-00003112;1;260;260 Champú con Bioxidil x250ml;16754,5455;20273;0;0;16754,5455;20273
9/11/24;ERIOS;FEN B 0039-00003180;1;260;260 Champú con Bioxidil x250ml;16754,5455;20273;0;0;16754,5455;20273
17/11/24;ERIOS;FEN B 0039-00003260;1;260;260 Champú con Bioxidil x250ml;16754,5455;20273;1675,4545;2027,3;15079,091;18245,7017
18/11/24;ERIOS;FEN B 0039-00003300;1;260;260 Champú con Bioxidil x250ml;16754,5455;20273;0;0;16754,5455;20273
24/11/24;ERIOS;FEN B 0039-00003342;1;260;260 Champú con Bioxidil x250ml;16754,5455;20273;0;0;16754,5455;20273
2/11/24;ERIOS;FEN B 0039-00003099;1;401;401 Masc.Acida sellad.Bio 0% x 150ml;10780,1653;13044;0;0;10780,1653;13044
2/11/24;ERIOS;FEN B 0039-00003113;1;401;401 Masc.Acida sellad.Bio 0% x 150ml;10780,1653;13044;0;0;10780,1653;13044
5/11/24;ERIOS;FEN B 0039-00003139;1;401;401 Masc.Acida sellad.Bio 0% x 150ml;10780,1653;13044;0;0;10780,1653;13044
6/11/24;ERIOS;FEN B 0039-00003147;1;401;401 Masc.Acida sellad.Bio 0% x 150ml;10780,1653;13044;0;0;10780,1653;13044
30/11/24;ERIOS;FEN B 0039-00003419;1;401;401 Masc.Acida sellad.Bio 0% x 150ml;10780,1653;13044;2168,3723;2623,7305;8611,793;10420,2694
22/11/24;ERIOS;FEN B 0039-00003323;1;401;401 Masc.Acida sellad.Bio 0% x 150ml;10780,1653;13044;0;0;10780,1653;13044
25/11/24;ERIOS;FEN B 0039-00003350;1;401;401 Masc.Acida sellad.Bio 0% x 150ml;10780,1653;13044;33,1366;40,0953;10747,0287;13003,9043
27/11/24;ERIOS;FEN B 0039-00003368;1;401;401 Masc.Acida sellad.Bio 0% x 150ml;10780,1653;13044;1078,0165;1304,4;9702,1488;11739,6
28/11/24;ERIOS;FEN B 0039-00003380;1;401;401 Masc.Acida sellad.Bio 0% x 150ml;10780,1653;13044;0;0;10780,1653;13044
29/11/24;ERIOS;FEN B 0039-00003383;1;401;401 Masc.Acida sellad.Bio 0% x 150ml;10780,1653;13044;1078,0165;1304,4;9702,1488;11739,6
17/11/24;ERIOS;FEN B 0039-00003264;1;401;401 Masc.Acida sellad.Bio 0% x 150ml;10780,1653;13044;0;0;10780,1653;13044
17/11/24;ERIOS;FEN B 0039-00003269;1;401;401 Masc.Acida sellad.Bio 0% x 150ml;10780,1653;13044;0;0;10780,1653;13044
18/11/24;ERIOS;FEN B 0039-00003294;1;401;401 Masc.Acida sellad.Bio 0% x 150ml;10780,1653;13044;0;0;10780,1653;13044
18/11/24;ERIOS;FEN B 0039-00003303;1;401;401 Masc.Acida sellad.Bio 0% x 150ml;10780,1653;13044;0;0;10780,1653;13044
13/11/24;ERIOS;FEN B 0039-00003220;1;401;401 Masc.Acida sellad.Bio 0% x 150ml;10780,1653;13044;0;0;10780,1653;13044
14/11/24;ERIOS;FEN B 0039-00003231;1;401;401 Masc.Acida sellad.Bio 0% x 150ml;10780,1653;13044;0;0;10780,1653;13044
15/11/24;ERIOS;FEN B 0039-00003236;1;401;401 Masc.Acida sellad.Bio 0% x 150ml;10780,1653;13044;0;0;10780,1653;13044
15/11/24;ERIOS;FEN B 0039-00003237;1;401;401 Masc.Acida sellad.Bio 0% x 150ml;10780,1653;13044;0;0;10780,1653;13044
16/11/24;ERIOS;FEN B 0039-00003256;1;401;401 Masc.Acida sellad.Bio 0% x 150ml;10780,1653;13044;0;0;10780,1653;13044
17/11/24;ERIOS;FEN B 0039-00003265;1;401;401 Masc.Acida sellad.Bio 0% x 150ml;10780,1653;13044;0;0;10780,1653;13044
8/11/24;ERIOS;FEN B 0039-00003160;1;401;401 Masc.Acida sellad.Bio 0% x 150ml;10780,1653;13044;0;0;10780,1653;13044
10/11/24;ERIOS;FEN B 0039-00003193;1;401;401 Masc.Acida sellad.Bio 0% x 150ml;10780,1653;13044;7,9795;9,6552;10772,1858;13034,345
10/11/24;ERIOS;FEN B 0039-00003198;1;401;401 Masc.Acida sellad.Bio 0% x 150ml;10780,1653;13044;0;0;10780,1653;13044
7/11/24;ERIOS;FEN B 0039-00003156;1;775;775 MASCARA DE HIDRATACION CON GLYCOCERAMIDAS x150ml;8481,8182;10263;0;0;8481,8182;10263
7/11/24;ERIOS;FEN B 0039-00003158;1;775;775 MASCARA DE HIDRATACION CON GLYCOCERAMIDAS x150ml;8481,8182;10263;2,4793;3;8479,3389;10260
29/11/24;ERIOS;FEN B 0039-00003388;1;775;775 MASCARA DE HIDRATACION CON GLYCOCERAMIDAS x150ml;8481,8182;10263;848,1818;1026,3;7633,6364;9236,7
30/11/24;ERIOS;FEN B 0039-00003418;1;775;775 MASCARA DE HIDRATACION CON GLYCOCERAMIDAS x150ml;8481,8182;10263;1696,3636;2052,6;6785,4546;8210,4
25/11/24;ERIOS;FEN B 0039-00003350;1;607;607 Champú Anti - Amarillo x 295ml;9115,7025;11030;28,0204;33,9047;9087,6821;10996,0957
30/11/24;ERIOS;FEN B 0039-00003423;1;607;607 Champú Anti - Amarillo x 295ml;9115,7025;11030;2,6473;3,2033;9113,0552;11026,7973
19/11/24;ERIOS;FEN B 0039-00003304;1;607;607 Champú Anti - Amarillo x 295ml;9115,7025;11030;0;0;9115,7025;11030
10/11/24;ERIOS;FEN B 0039-00003208;1;607;607 Champú Anti - Amarillo x 295ml;9115,7025;11030;0;0;9115,7025;11030
21/11/24;ERIOS;FEN B 0039-00003318;1;851;851 MASCARA PROTECCION COLOR CON FILTRO UV Pote x150ml;11145,4545;13486;0;0;11145,4545;13486
22/11/24;ERIOS;FEN B 0039-00003326;1;851;851 MASCARA PROTECCION COLOR CON FILTRO UV Pote x150ml;11145,4545;13486;1114,5455;1348,6;10030,909;12137,4
28/11/24;ERIOS;FEN B 0039-00003377;1;851;851 MASCARA PROTECCION COLOR CON FILTRO UV Pote x150ml;11145,4545;13486;2229,0909;2697,2;8916,3636;10788,8
29/11/24;ERIOS;FEN B 0039-00003391;1;851;851 MASCARA PROTECCION COLOR CON FILTRO UV Pote x150ml;11145,4545;13486;2229,0909;2697,2;8916,3636;10788,8
17/11/24;ERIOS;FEN B 0039-00003276;1;174;174 Bálsamo con Ceramidas x400ml;11021,4876;13336;0;0;11021,4876;13336
18/11/24;ERIOS;FEN B 0039-00003288;1;174;174 Bálsamo con Ceramidas x400ml;11021,4876;13336;0;0;11021,4876;13336
30/11/24;ERIOS;FEN B 0039-00003414;1;174;174 Bálsamo con Ceramidas x400ml;11021,4876;13336;0;0;11021,4876;13336
24/11/24;ERIOS;FEN B 0039-00003346;1;438;438 Trata. Nº3 Capi-Ac. Palta x24sac;1406,6116;1702;0;0;1406,6116;1702
26/11/24;ERIOS;FEN B 0039-00003362;1;438;438 Trata. Nº3 Capi-Ac. Palta x24sac;1406,6116;1702;0;0;1406,6116;1702
26/11/24;ERIOS;FEN B 0039-00003361;1;438;438 Trata. Nº3 Capi-Ac. Palta x24sac;1406,6116;1702;140,6612;170,2;1265,9504;1531,8006
13/11/24;ERIOS;FEN B 0039-00003221;1;791;791 Estuche reflejante plata x 20gr;1747,1074;2114;0;0;1747,1074;2114
13/11/24;ERIOS;FEN B 0039-00003221;1;791;791 Estuche reflejante plata x 20gr;1747,1074;2114;0;0;1747,1074;2114
15/11/24;ERIOS;FEN B 0039-00003238;1;791;791 Estuche reflejante plata x 20gr;1747,1074;2114;0;0;1747,1074;2114
15/11/24;ERIOS;FEN B 0039-00003238;1;791;791 Estuche reflejante plata x 20gr;1747,1074;2114;0;0;1747,1074;2114
21/11/24;ERIOS;FEN B 0039-00003317;1;791;791 Estuche reflejante plata x 20gr;1747,1074;2114;0;0;1747,1074;2114
21/11/24;ERIOS;FEN B 0039-00003317;1;791;791 Estuche reflejante plata x 20gr;1747,1074;2114;0;0;1747,1074;2114
22/11/24;ERIOS;FEN B 0039-00003325;1;791;791 Estuche reflejante plata x 20gr;1747,1074;2114;0;0;1747,1074;2114
28/11/24;ERIOS;FEN B 0039-00003372;1;791;791 Estuche reflejante plata x 20gr;1747,1074;2114;349,4215;422,8;1397,6859;1691,2
28/11/24;ERIOS;FEN B 0039-00003376;1;791;791 Estuche reflejante plata x 20gr;1747,1074;2114;349,4215;422,8;1397,6859;1691,2
2/11/24;ERIOS;FEN B 0039-00003105;1;763;763 Loc.p/caida Bioxidil x 100ml;20668,595;25009;0;0;20668,595;25009
2/11/24;ERIOS;FEN B 0039-00003112;1;763;763 Loc.p/caida Bioxidil x 100ml;20668,595;25009;0;0;20668,595;25009
24/11/24;ERIOS;FEN B 0039-00003347;1;147;147 Balsamo Bifermix x400ml;9876,0331;11950;0;0;9876,0331;11950
30/11/24;ERIOS;FEN B 0039-00003418;1;147;147 Balsamo Bifermix x400ml;9876,0331;11950;0;0;9876,0331;11950
2/11/24;ERIOS;FEN B 0039-00003116;1;210;210 Champú R.Mosqueta Orgánico x255;9288,4298;11239;0;0;9288,4298;11239
11/11/24;ERIOS;FEN B 0039-00003209;1;210;210 Champú R.Mosqueta Orgánico x255;9288,4298;11239;0;0;9288,4298;11239
10/11/24;ERIOS;FEN B 0039-00003208;1;182;182 Champú Keratina 1044 x400ml;8942,1488;10820;0;0;8942,1488;10820
19/11/24;ERIOS;FEN B 0039-00003308;1;182;182 Champú Keratina 1044 x400ml;8942,1488;10820;0;0;8942,1488;10820
24/11/24;ERIOS;FEN B 0039-00003347;1;182;182 Champú Keratina 1044 x400ml;8942,1488;10820;0;0;8942,1488;10820
24/11/24;ERIOS;FEN B 0039-00003347;1;182;182 Champú Keratina 1044 x400ml;8942,1488;10820;0;0;8942,1488;10820
30/11/24;ERIOS;FEN B 0039-00003400;1;182;182 Champú Keratina 1044 x400ml;8942,1488;10820;0;0;8942,1488;10820
7/11/24;ERIOS;FEN B 0039-00003148;1;157;157 Brillo c/Siliconas Shine x290;10577,686;12799;0;0;10577,686;12799
13/11/24;ERIOS;FEN B 0039-00003218;1;157;157 Brillo c/Siliconas Shine x290;10577,686;12799;0;0;10577,686;12799
18/11/24;ERIOS;FEN B 0039-00003294;1;157;157 Brillo c/Siliconas Shine x290;10577,686;12799;0;0;10577,686;12799
30/11/24;ERIOS;FEN B 0039-00003398;1;157;157 Brillo c/Siliconas Shine x290;10577,686;12799;1586,6529;1919,85;8991,0331;10879,15
4/11/24;JUNCAL;FEN B 0038-00004606;1;741;741 Champu P+T p/seborrea x300ml;11442,9752;13846;0;0;11442,9752;13846
16/11/24;JUNCAL;FEN B 0038-00004721;1;741;741 Champu P+T p/seborrea x300ml;11442,9752;13846;0;0;11442,9752;13846
23/11/24;JUNCAL;FEN B 0038-00004782;1;741;741 Champu P+T p/seborrea x300ml;11442,9752;13846;0;0;11442,9752;13846
30/11/24;JUNCAL;FEN B 0038-00004831;1;741;741 Champu P+T p/seborrea x300ml;11442,9752;13846;0;0;11442,9752;13846
19/11/24;JUNCAL;FEN B 0038-00004748;1;225;225 Crema p/Peinar Rulos x270gr;12089,2562;14628;0;0;12089,2562;14628
20/11/24;JUNCAL;FEN B 0038-00004761;1;225;225 Crema p/Peinar Rulos x270gr;12089,2562;14628;0;0;12089,2562;14628
12/11/24;JUNCAL;FEN B 0038-00004692;1;647;647 masc Antinaranja;9291,7355;11243;0;0;9291,7355;11243
4/11/24;JUNCAL;FEN B 0038-00004603;1;199;199 Crema para Peinar Ultra Brillo;12051,2397;14582;0;0;12051,2397;14582
3/11/24;JUNCAL;FEN B 0038-00004596;1;499;499 Óleo de Argan Frasco x60ml;19851,2397;24020;0;0;19851,2397;24020
3/11/24;JUNCAL;FEN B 0038-00004598;1;499;499 Óleo de Argan Frasco x60ml;19851,2397;24020;0;0;19851,2397;24020
8/11/24;JUNCAL;FEN B 0038-00004648;1;499;499 Óleo de Argan Frasco x60ml;19851,2397;24020;0;0;19851,2397;24020
11/11/24;JUNCAL;FEN B 0038-00004675;1;499;499 Óleo de Argan Frasco x60ml;19851,2397;24020;0;0;19851,2397;24020
12/11/24;JUNCAL;FEN B 0038-00004693;1;499;499 Óleo de Argan Frasco x60ml;19851,2397;24020;0;0;19851,2397;24020
26/11/24;JUNCAL;FEN B 0038-00004806;1;499;499 Óleo de Argan Frasco x60ml;19851,2397;24020;0;0;19851,2397;24020
13/11/24;JUNCAL;FEN B 0038-00004699;1;248;248 Champú p/Cab.Trat. c/Color x400;12003,3058;14524;0;0;12003,3058;14524
16/11/24;JUNCAL;FEN B 0038-00004725;1;248;248 Champú p/Cab.Trat. c/Color x400;12003,3058;14524;0;0;12003,3058;14524
6/11/24;JUNCAL;FEN B 0038-00004627;1;827;827 Nutri Serum x30ml;18385,124;22246;0;0;18385,124;22246
12/11/24;JUNCAL;FEN B 0038-00004691;1;827;827 Nutri Serum x30ml;18385,124;22246;0;0;18385,124;22246
18/11/24;JUNCAL;FEN B 0038-00004739;1;827;827 Nutri Serum x30ml;18385,124;22246;0;0;18385,124;22246
22/11/24;JUNCAL;FEN A 0038-00000010;1;827;827 Nutri Serum x30ml;18385,124;22246;0;0;18385,124;22246
22/11/24;JUNCAL;FEN B 0038-00004777;1;827;827 Nutri Serum x30ml;18385,124;22246;0;0;18385,124;22246
25/11/24;JUNCAL;FEN B 0038-00004800;1;827;827 Nutri Serum x30ml;18385,124;22246;0;0;18385,124;22246
7/11/24;JUNCAL;FEN B 0038-00004641;1;56;"56 ""Nutri-Balsam c/Vit. """"E"""" x400ml""";9115,7025;11030;0;0;9115,7025;11030
11/11/24;JUNCAL;FEN B 0038-00004678;1;56;"56 ""Nutri-Balsam c/Vit. """"E"""" x400ml""";9115,7025;11030;0;0;9115,7025;11030
15/11/24;JUNCAL;FEN B 0038-00004714;1;56;"56 ""Nutri-Balsam c/Vit. """"E"""" x400ml""";9115,7025;11030;0;0;9115,7025;11030
19/11/24;JUNCAL;FEN B 0038-00004750;1;56;"56 ""Nutri-Balsam c/Vit. """"E"""" x400ml""";9115,7025;11030;0;0;9115,7025;11030
22/11/24;JUNCAL;FEN B 0038-00004772;1;56;"56 ""Nutri-Balsam c/Vit. """"E"""" x400ml""";9115,7025;11030;0;0;9115,7025;11030
22/11/24;JUNCAL;FEN B 0038-00004779;1;728;728 Amp.P+T 20ml P/Caida Localizada C/Protei.& Tricop.;5183,4711;6272;1555,0413;1881,6;3628,4298;4390,4
1/11/24;JUNCAL;FEN B 0038-00004583;1;759;759 Amp.Shock Keratina x 20ml P/finos y desvit.C/Oro&C;4754,5455;5753;0;0;4754,5455;5753
5/11/24;JUNCAL;FEN B 0038-00004619;1;759;759 Amp.Shock Keratina x 20ml P/finos y desvit.C/Oro&C;4754,5455;5753;0;0;4754,5455;5753
22/11/24;JUNCAL;FEN B 0038-00004774;1;759;759 Amp.Shock Keratina x 20ml P/finos y desvit.C/Oro&C;4754,5455;5753;0;0;4754,5455;5753
8/11/24;JUNCAL;FEN B 0038-00004649;1;90;90 Balsam Vitaminado x200ml;5046,281;6106;0;0;5046,281;6106
9/11/24;JUNCAL;FEN B 0038-00004666;1;653;653 masc oleo de argan;10014,0496;12117;0;0;10014,0496;12117
14/11/24;JUNCAL;FEN B 0038-00004702;1;653;653 masc oleo de argan;10014,0496;12117;0;0;10014,0496;12117
17/11/24;JUNCAL;FEN B 0038-00004732;1;653;653 masc oleo de argan;10014,0496;12117;0;0;10014,0496;12117
18/11/24;JUNCAL;FEN B 0038-00004739;1;653;653 masc oleo de argan;10014,0496;12117;0;0;10014,0496;12117
18/11/24;JUNCAL;FEN B 0038-00004741;1;653;653 masc oleo de argan;10014,0496;12117;0;0;10014,0496;12117
19/11/24;JUNCAL;FEN B 0038-00004751;1;653;653 masc oleo de argan;10014,0496;12117;0;0;10014,0496;12117
3/11/24;JUNCAL;FEN B 0038-00004593;1;803;803 masc renov celular;10014,0496;12117;0;0;10014,0496;12117
24/11/24;JUNCAL;FEN B 0038-00004795;1;803;803 masc renov celular;10014,0496;12117;1001,405;1211,7;9012,6446;10905,3
1/11/24;JUNCAL;FEN B 0038-00004580;1;609;609 Masc.Anti Amarillo x150ml;9291,7355;11243;929,1736;1124,3;8362,5619;10118,7
23/11/24;JUNCAL;FEN B 0038-00004781;1;609;609 Masc.Anti Amarillo x150ml;9291,7355;11243;0;0;9291,7355;11243
4/11/24;JUNCAL;FEN B 0038-00004608;1;202;202 Champú Libre de Sulfatos x255;13434,7107;16256;0;0;13434,7107;16256
7/11/24;JUNCAL;FEN B 0038-00004642;1;202;202 Champú Libre de Sulfatos x255;13434,7107;16256;0;0;13434,7107;16256
15/11/24;JUNCAL;FEN B 0038-00004712;1;202;202 Champú Libre de Sulfatos x255;13434,7107;16256;0;0;13434,7107;16256
20/11/24;JUNCAL;FEN B 0038-00004761;1;202;202 Champú Libre de Sulfatos x255;13434,7107;16256;0;0;13434,7107;16256
24/11/24;JUNCAL;FEN B 0038-00004795;1;202;202 Champú Libre de Sulfatos x255;13434,7107;16256;0;0;13434,7107;16256
9/11/24;JUNCAL;FEN B 0038-00004658;1;202;202 Champú Libre de Sulfatos x255;13434,7107;16256;0;0;13434,7107;16256
9/11/24;JUNCAL;FEN B 0038-00004660;1;202;202 Champú Libre de Sulfatos x255;13434,7107;16256;0;0;13434,7107;16256
15/11/24;JUNCAL;FEN B 0038-00004712;1;202;202 Champú Libre de Sulfatos x255;13434,7107;16256;0;0;13434,7107;16256
2/11/24;JUNCAL;FEN B 0038-00004589;1;66;66 Champú Neutro Algas x400ml;8271,9008;10009;0;0;8271,9008;10009
21/11/24;JUNCAL;FEN B 0038-00004770;1;66;66 Champú Neutro Algas x400ml;8271,9008;10009;0;0;8271,9008;10009
22/11/24;JUNCAL;FEN B 0038-00004775;1;66;66 Champú Neutro Algas x400ml;8271,9008;10009;0;0;8271,9008;10009
23/11/24;JUNCAL;FEN B 0038-00004782;1;66;66 Champú Neutro Algas x400ml;8271,9008;10009;0;0;8271,9008;10009
29/11/24;JUNCAL;FEN B 0038-00004824;1;66;66 Champú Neutro Algas x400ml;8271,9008;10009;0;0;8271,9008;10009
30/11/24;JUNCAL;FEN B 0038-00004832;1;66;66 Champú Neutro Algas x400ml;8271,9008;10009;0;0;8271,9008;10009
7/11/24;JUNCAL;FEN B 0038-00004637;1;204;204 Balsam Dermoprotector x255;10773,5537;13036;0;0;10773,5537;13036
7/11/24;JUNCAL;FEN B 0038-00004642;1;204;204 Balsam Dermoprotector x255;10773,5537;13036;0;0;10773,5537;13036
9/11/24;JUNCAL;FEN B 0038-00004660;1;204;204 Balsam Dermoprotector x255;10773,5537;13036;0;0;10773,5537;13036
24/11/24;JUNCAL;FEN B 0038-00004795;1;204;204 Balsam Dermoprotector x255;10773,5537;13036;0;0;10773,5537;13036
2/11/24;JUNCAL;FEN B 0038-00004585;1;36;36 Shampoo Gel Potenci.1007 x400ml;10590,9091;12815;0;0;10590,9091;12815
6/11/24;JUNCAL;FEN B 0038-00004633;3;36;36 Shampoo Gel Potenci.1007 x400ml;31772,7273;38445;0;0;31772,7273;38445
22/11/24;JUNCAL;FEN A 0038-00000010;1;36;36 Shampoo Gel Potenci.1007 x400ml;10590,9091;12815;0;0;10590,9091;12815
14/11/24;JUNCAL;FEN B 0038-00004703;1;36;36 Shampoo Gel Potenci.1007 x400ml;10590,9091;12815;0;0;10590,9091;12815
15/11/24;JUNCAL;FEN B 0038-00004711;1;383;383 Champú Phytoplus Cítrico x400;9485,124;11477;0;0;9485,124;11477
17/11/24;JUNCAL;FEN B 0038-00004729;1;383;383 Champú Phytoplus Cítrico x400;9485,124;11477;0;0;9485,124;11477
12/11/24;JUNCAL;FEN B 0038-00004694;1;498;498 Óleo de Argan Frasco x30ml;14857,0248;17977;0;0;14857,0248;17977
24/11/24;JUNCAL;FEN B 0038-00004795;1;498;498 Óleo de Argan Frasco x30ml;14857,0248;17977;0;0;14857,0248;17977
30/11/24;JUNCAL;FEN B 0038-00004836;1;498;498 Óleo de Argan Frasco x30ml;14857,0248;17977;0;0;14857,0248;17977
16/11/24;JUNCAL;FEN B 0038-00004719;1;113;113 Champú Aloe Vera x400ml;9153,719;11076;0;0;9153,719;11076
15/11/24;JUNCAL;FEN B 0038-00004714;1;145;145 Champú Bifermix x400ml;9588,4298;11602;0;0;9588,4298;11602
