order_id,order_num,date,total,promo_code,shipping_method,article_quantity,article_title,article_sku,origin
1360988,15944,2024-03-16,3.208.000.000,None,Caba,1,Coloracion Biocolor 0% Amoniaco,13,PWA_MOBILE
1360835,15941,2024-03-16,3.969.400.000,None,Lomas de Zamora,1,Cristales Liquidos x30ml.,845,PWA_MOBILE
1360835,15941,2024-03-16,3.969.400.000,None,Lomas de Zamora,1,Shampoo Oleo de Argan x200ml.,651,PWA_MOBILE
1360835,15941,2024-03-16,3.969.400.000,None,Lomas de Zamora,1,Balsam Oleo de Argan x 200ml.,652,PWA_MOBILE
1360408,15924,2024-03-16,1.076.500.000,None,Esteban Echeverria,1,Coloracion Biocolor Mascara Nutriprotectora,12,PWA_MOBILE
1359689,15915,2024-03-15,2.671.500.000,None,Caba,3,Tono Sobre Tono,1,PWA_DESKTOP
1357348,15883,2024-03-13,3.870.800.000,None,Bahía Blanca,4,Coloracion Fortalecedora,2,PWA_DESKTOP
1357345,15882,2024-03-13,1.571.000.000,None,Tigre,1,Ampolla 1007 Potencializado x20 ml,737,PWA_DESKTOP
1357345,15882,2024-03-13,1.571.000.000,None,Tigre,1,Balsam Ortiga y Quinina x295 ml,322,PWA_DESKTOP
1355596,15856,2024-03-11,2.846.000.000,None,Vicente López,2,Mousse Fijadora x240 ml,138,PWA_DESKTOP
1355443,15854,2024-03-11,1.273.500.000,None,Avellaneda,1,Champu Anti Amarillo x295 ml,607,PWA_MOBILE
1355422,15852,2024-03-11,4.693.460.000,Diagnostico en Mayuscula,Entre Rios,4,Coloracion Permanente Ultrahidratante,11,PWA_MOBILE
1355422,15852,2024-03-11,4.693.460.000,None,Entre Rios,2,Tiñe + Mas x 3ML,9,PWA_MOBILE
1355422,15852,2024-03-11,4.693.460.000,None,Entre Rios,1,Locion Fijadora Modelante x 120 ml,160,PWA_MOBILE
1355422,15852,2024-03-11,4.693.460.000,None,Entre Rios,1,Spray Para Peinar Reestructurante Con Oro y Caviar x150 ml,458,PWA_MOBILE
1355422,15852,2024-03-11,4.693.460.000,None,Entre Rios,1,Spray Para Peinar Ultra Brillo x150 ml,201,PWA_MOBILE
1355070,15848,2024-03-11,3.211.000.000,None,Rosario,1,Champu Bioxidil®,260,PWA_MOBILE
1355070,15848,2024-03-11,3.211.000.000,None,Rosario,1,Champu con Cafeina x295 ml,437,PWA_MOBILE
1354486,15846,2024-03-11,1.820.200.000,None,Caba,1,Balsam Acondicionador Con Acido Hialuronico Nº1 x295 ml,621,PWA_MOBILE
1354486,15846,2024-03-11,1.820.200.000,None,Caba,1,Champu Restaurador Nº1 x295 ml,620,PWA_MOBILE
1353844,15838,2024-03-10,4.975.600.000,None,Tucuman,1,Mascara Renovacion Celular X150 ml,803,PWA_MOBILE
1353844,15838,2024-03-10,4.975.600.000,None,Tucuman,1,Champu Antioxidante x250 ml,215,PWA_MOBILE
1353844,15838,2024-03-10,4.975.600.000,None,Tucuman,1,Mascara con Glycoceramidas - Hidratacion Profunda X 150 ml,775,PWA_MOBILE
1353844,15838,2024-03-10,4.975.600.000,None,Tucuman,1,Champu Phytoplus Moringa y Keratina x400 ml,472,PWA_MOBILE
1351882,15817,2024-03-08,978.600.000,None,San Isidro,1,Oleo De Argan x 10 ml,298,PWA_MOBILE
1351754,15812,2024-03-08,6.593.000.000,None,Quilmes,31,Capsula Glycoceramidas + Multivitaminas x2 ml,415,PWA_MOBILE
1351111,15806,2024-03-07,1.404.800.000,None,Pilar,1,Protector Termico x250 ml,830,PWA_MOBILE
1350640,15799,2024-03-07,7.414.500.000,Descuento a Clientes Ecommerce,Tigre,12,Tono Sobre Tono,1,PWA_DESKTOP
1349436,15788,2024-03-06,4.786.800.000,None,San Pedro,2,Mascara Capilar Oleo de Argan x150ml.,653,PWA_DESKTOP
1349436,15788,2024-03-06,4.786.800.000,None,San Pedro,1,Oleo De Argan x60 ml,499,PWA_DESKTOP
1349326,15783,2024-03-06,2.160.400.000,None,Bahía Blanca,2,Coloracion Biocolor 0% Amoniaco,13,PWA_MOBILE
1348006,15771,2024-03-05,2.568.900.000,None,Tigre,1,Shampoo Ultra Brillo x255 ml,196,PWA_MOBILE
1348006,15771,2024-03-05,2.568.900.000,None,Tigre,1,Balsam Ultra Brillo x255 ml,198,PWA_MOBILE
1347883,15768,2024-03-05,12.629.675.000,Descuento a Clientes Ecommerce,CORDOBA,2,Balsam Vitaminado x800 ml,392,PWA_DESKTOP
1347883,15768,2024-03-05,12.629.675.000,None,CORDOBA,3,Balsam Phytoplus Manzanilla x400 ml,50,PWA_DESKTOP
1347883,15768,2024-03-05,12.629.675.000,None,CORDOBA,1,Protector Termico x250 ml,830,PWA_DESKTOP
1347883,15768,2024-03-05,12.629.675.000,None,CORDOBA,4,Champu Phytoplus Manzanilla x400 ml,48,PWA_DESKTOP
1347883,15768,2024-03-05,12.629.675.000,None,CORDOBA,4,Nutri-Champu x800 ml,257,PWA_DESKTOP
1347870,15764,2024-03-05,1.844.400.000,None,Chaco,1,Spray Phytoplus Manzanilla x150 ml,751,PWA_DESKTOP
1347340,15759,2024-03-04,2.998.800.000,None,Caba,1,Shampoo 1044 x400 ml,182,PWA_MOBILE
1347340,15759,2024-03-04,2.998.800.000,None,Caba,1,Champu Para Niños x250 ml,119,PWA_MOBILE
1347340,15759,2024-03-04,2.998.800.000,None,Caba,1,Desenredante Para Niños x250 ml,121,PWA_MOBILE
1346962,15757,2024-03-04,2.976.400.000,None,Florencio Varela,1,Tono Sobre Tono,1,PWA_MOBILE
1346962,15757,2024-03-04,2.976.400.000,None,Florencio Varela,1,Capsula Glycoceramidas + Multivitaminas x2 ml,415,PWA_MOBILE
1346962,15757,2024-03-04,2.976.400.000,None,Florencio Varela,1,Mascara Ultra Brillo x 150,702,PWA_MOBILE
1346962,15757,2024-03-04,2.976.400.000,None,Florencio Varela,1,Oleo De Argan x 10 ml,298,PWA_MOBILE
1345866,15746,2024-03-03,14.287.400.000,None,Caba,4,Champu Phytoplus Algas Marinas x800 ml,467,PWA_MOBILE
1345866,15746,2024-03-03,14.287.400.000,None,Caba,1,Tratamiento Capilar Con Aceite de Argan y Camelia Nº 2 x 20 ml,417,PWA_MOBILE
1345866,15746,2024-03-03,14.287.400.000,None,Caba,6,Champu Bifermix x400 ml,145,PWA_MOBILE
1345866,15746,2024-03-03,14.287.400.000,None,Caba,2,Champu con Cafeina x295 ml,437,PWA_MOBILE
1343170,15725,2024-03-01,3.462.000.000,None,Pilar,2,Tono Sobre Tono,1,PWA_MOBILE
1343170,15725,2024-03-01,3.462.000.000,None,Pilar,2,Tono Sobre Tono,1,PWA_MOBILE
1338764,15685,2024-02-27,1.076.500.000,None,Esteban Echeverria,1,Coloracion Biocolor Mascara Nutriprotectora,12,PWA_MOBILE
1336472,15656,2024-02-25,446.000.000,None,"Retiro en Tienda, Roseti 951CABA",1,Coloracion Permanente Ultrahidratante,11,PWA_DESKTOP
1335003,15634,2024-02-23,6.634.000.000,None,Comodoro Rivadavia,8,Champu Anticloro x250 ml,99,PWA_MOBILE
1334357,15632,2024-02-22,2.302.000.000,None,Santiago del Estero,4,Coloracion Permanente Ultrahidratante,11,PWA_MOBILE
1334357,15632,2024-02-22,2.302.000.000,None,Santiago del Estero,1,Fija + Mas Hierbas 20 Vol. x 75 ml,94,PWA_MOBILE
1333254,15622,2024-02-22,4.991.600.000,None,Ensenada,1,Champú con Cafeina x295 ml,437,PWA_DESKTOP
1333254,15622,2024-02-22,4.991.600.000,None,Ensenada,3,Ampolla 1007 Potencializado x20 ml,737,PWA_DESKTOP
1333254,15622,2024-02-22,4.991.600.000,None,Ensenada,1,Shampoo 1007 Gel Potencializado x800 ml,379,PWA_DESKTOP
1333254,15622,2024-02-22,4.991.600.000,None,Ensenada,1,Balsam Con Cafeina x295 ml,439,PWA_DESKTOP
1332496,15605,2024-02-21,1.644.200.000,None,Moron,1,Cristales Liquidos x30 ml,845,PWA_MOBILE
1331761,15600,2024-02-20,1.622.000.000,None,Vicente López,1,Champu Restaurador Nº1 x295 ml,620,PWA_DESKTOP
1331761,15600,2024-02-20,1.622.000.000,None,Vicente López,1,Balsam Acondicionador Con Acido Hialuronico Nº1 x295 ml,621,PWA_DESKTOP
1331676,15598,2024-02-20,1.813.200.000,None,Caba,3,Locion Fijadora Modelante x 120 ml,160,PWA_MOBILE
1330771,15588,2024-02-20,3.361.800.000,None,Rio Negro,3,Ampolla 022 Con Ácido Hialuronico y Vitamina C x20 ml,722,PWA_MOBILE
1330771,15588,2024-02-20,3.361.800.000,None,Rio Negro,2,Shock De Keratina Oro y Caviar x20ml,759,PWA_MOBILE
1330771,15588,2024-02-20,3.361.800.000,None,Rio Negro,1,Ampolla 1044 x20 ml,744,PWA_MOBILE
1330746,15586,2024-02-19,2.804.900.000,None,Caba,1,Balsam Vitaminado x800 ml,392,PWA_DESKTOP
1330746,15586,2024-02-19,2.804.900.000,None,Caba,1,Nutri-Champu x800 ml,257,PWA_DESKTOP
1330309,15575,2024-02-19,6.603.200.000,None,Lomas de Zamora,1,Shampoo 1007 Gel Potencializado x800 ml,379,PWA_DESKTOP
1330309,15575,2024-02-19,6.603.200.000,None,Lomas de Zamora,1,Nutri-Champu x800 ml,257,PWA_DESKTOP
1330309,15575,2024-02-19,6.603.200.000,None,Lomas de Zamora,1,Nutri-Balsam x800 ml,259,PWA_DESKTOP
1330309,15575,2024-02-19,6.603.200.000,None,Lomas de Zamora,1,Óleo De Argan x60 ml,499,PWA_DESKTOP
1330246,15574,2024-02-19,2.139.600.000,None,Bahía Blanca,2,Champu Renovacion Celular x200 ml,600,PWA_DESKTOP
1330137,15569,2024-02-19,1.107.500.000,None,Vicente López,1,Spray Para Peinar Reestructurante Con Oro y Caviar x150 ml,458,PWA_DESKTOP
1329700,15566,2024-02-19,4.846.500.000,None,CORDOBA,1,Shampoo Super Especial 1053 x800 ml,461,PWA_MOBILE
1329700,15566,2024-02-19,4.846.500.000,None,CORDOBA,1,Balsam Vitaminado x800 ml,392,PWA_MOBILE
1329700,15566,2024-02-19,4.846.500.000,None,CORDOBA,1,Balsam Bifermix x400 ml,147,PWA_MOBILE
1329700,15566,2024-02-19,4.846.500.000,None,CORDOBA,1,Champu Bifermix x400 ml,145,PWA_MOBILE
1329596,15552,2024-02-18,2.362.200.000,None,Caba,3,Tono Sobre Tono,1,PWA_MOBILE
1327871,15521,2024-02-16,2.045.475.000,Dia de los enamorados,Tigre,1,Puro Henna Natural Cereza x80 gr,617,PWA_DESKTOP
1326666,15499,2024-02-15,2.994.400.000,None,Bahía Blanca,4,Jabon Liquido Libre De Gluten x200 ml,337,PWA_MOBILE
1326194,15481,2024-02-15,9.890.825.000,Descuento a Clientes Ecommerce,Vicente López,1,Máscara Tratamiento p/Cabellos Alisados x150 ml,455,PWA_MOBILE
1326194,15481,2024-02-15,9.890.825.000,None,Vicente López,1,Máscara Ultra Brillo x 150,702,PWA_MOBILE
1326194,15481,2024-02-15,9.890.825.000,None,Vicente López,1,Máscara Rosa Mosqueta Organica x150 ml,213,PWA_MOBILE
1326194,15481,2024-02-15,9.890.825.000,None,Vicente López,1,Máscara Nutri-Cream x150ml,858,PWA_MOBILE
1326194,15481,2024-02-15,9.890.825.000,None,Vicente López,2,Ampolla P+T x20 ml,728,PWA_MOBILE
1326194,15481,2024-02-15,9.890.825.000,None,Vicente López,1,Óleo De Argan x60 ml,499,PWA_MOBILE
1326194,15481,2024-02-15,9.890.825.000,None,Vicente López,1,Máscara Renovacion Celular X150 ml,803,PWA_MOBILE
1326194,15481,2024-02-15,9.890.825.000,None,Vicente López,1,Nutri-Serum x30 ml,827,PWA_MOBILE
1326194,15481,2024-02-15,9.890.825.000,None,Vicente López,1,Cristales Liquidos x30 ml,845,PWA_MOBILE
1326194,15481,2024-02-15,9.890.825.000,None,Vicente López,1,Máscara con Glycoceramidas - Hidratación Profunda X 150 ml,775,PWA_MOBILE
1326194,15481,2024-02-15,9.890.825.000,None,Vicente López,1,Máscara 100% Vegano c/ Keratina Vegetal. 150 ml,796,PWA_MOBILE
1326194,15481,2024-02-15,9.890.825.000,None,Vicente López,1,Máscara con aceite de Jojoba x150 ml,780,PWA_MOBILE
1325874,15471,2024-02-15,1.368.580.000,Dia de los enamorados,Quilmes,2,Tono Sobre Tono,1,PWA_MOBILE
1322927,15422,2024-02-12,2.526.100.000,None,Rio Negro,1,Baño De Crema Con Cafeina x125 gr,441,PWA_MOBILE
1322927,15422,2024-02-12,2.526.100.000,None,Rio Negro,1,Champú con Cafeina x295 ml,437,PWA_MOBILE
1322927,15422,2024-02-12,2.526.100.000,None,Rio Negro,1,Balsam Con Cafeina x295 ml,439,PWA_MOBILE
1322434,15420,2024-02-12,2.787.100.000,None,La Matanza,1,Balsam Oleo de Argan x 200ml.,652,PWA_MOBILE
1322434,15420,2024-02-12,2.787.100.000,None,La Matanza,1,Shampoo Oleo de Argan x200ml.,651,PWA_MOBILE
1322434,15420,2024-02-12,2.787.100.000,None,La Matanza,1,Champu Anticloro x250 ml,99,PWA_MOBILE
1321833,15407,2024-02-11,2.453.500.000,None,Chubut,1,Puro Henna Natural Tiziano x80 gr,618,PWA_DESKTOP
1320889,15396,2024-02-10,3.527.000.000,None,3 de Febrero,2,Champu Phytoplus Con Semilla De Lino x400 ml,235,PWA_DESKTOP
1320889,15396,2024-02-10,3.527.000.000,None,3 de Febrero,1,Champu Bioxidil®,260,PWA_DESKTOP
1319123,15379,2024-02-08,2.481.100.000,None,La Plata,3,Coloracion Fortalecedora,2,PWA_MOBILE
1319003,15378,2024-02-08,7.648.200.000,None,Gral. Rodríguez,4,Ampolla 011 Rosa Mosqueta y Aminoacidos x20 ml,711,PWA_DESKTOP
1319003,15378,2024-02-08,7.648.200.000,None,Gral. Rodríguez,2,Balsam Sellador del Color x400 g,407,PWA_DESKTOP
1319003,15378,2024-02-08,7.648.200.000,None,Gral. Rodríguez,2,Champu Sellador Del Color x400 ml,402,PWA_DESKTOP
1318388,15374,2024-02-07,1.470.270.000,Diagnostico en Mayuscula,Caba,1,Shampoo Super Especial 1053 x800 ml,461,PWA_MOBILE
1313178,15307,2024-02-02,2.921.100.000,None,Avellaneda,1,Champu P+T Para la Seborrea y Caida x300 ml.,741,PWA_DESKTOP
1313178,15307,2024-02-02,2.921.100.000,None,Avellaneda,1,Champu Phytoplus Citrico x400 ml,383,PWA_DESKTOP
1313178,15307,2024-02-02,2.921.100.000,None,Avellaneda,1,Champu Cerveza y Miel x250 ml,463,PWA_DESKTOP
1313091,15303,2024-02-02,2.470.800.000,None,Neuquén,1,Balsam Phytoplus Algas Marinas x800 ml,470,PWA_DESKTOP
1313091,15303,2024-02-02,2.470.800.000,None,Neuquén,1,Balsam Phytoplus Aloe Vera x400 ml,115,PWA_DESKTOP
1312994,15302,2024-02-02,6.256.000.000,None,Chubut,12,Ampolla 1007 Potencializado x20 ml,737,PWA_DESKTOP
1312893,15299,2024-02-02,3.982.600.000,None,Caba,3,Coloracion Biocolor 0% Amoniaco,13,PWA_MOBILE
1312893,15299,2024-02-02,3.982.600.000,None,Caba,1,Champu Phytoplus Manzana Verde x400 ml,209,PWA_MOBILE
1312893,15299,2024-02-02,3.982.600.000,None,Caba,1,Balsam Phytoplus Aloe Vera x400 ml,115,PWA_MOBILE
1308750,15252,2024-01-30,4.673.200.000,None,Bariloche,2,Champu Pro Vitamina B5 x400 ml,16,PWA_MOBILE
1308750,15252,2024-01-30,4.673.200.000,None,Bariloche,2,Balsam Vitaminado x800 ml,392,PWA_MOBILE
1308323,15246,2024-01-29,5.413.000.000,None,Caba,2,Coloracion Biocolor 0% Amoniaco,13,PWA_MOBILE
1308323,15246,2024-01-29,5.413.000.000,None,Caba,2,Coloracion Biocolor 0% Amoniaco,13,PWA_MOBILE
1308323,15246,2024-01-29,5.413.000.000,None,Caba,1,Balsam Libre de Gluten x180 ml,612,PWA_MOBILE
1308323,15246,2024-01-29,5.413.000.000,None,Caba,1,Champu Libre de Gluten x180 gr,610,PWA_MOBILE
1308323,15246,2024-01-29,5.413.000.000,None,Caba,1,Jabon Liquido Libre De Gluten x200 ml,337,PWA_MOBILE
1305455,15203,2024-01-26,4.324.400.000,None,Pilar,6,Tono Sobre Tono,1,PWA_DESKTOP
1304993,15201,2024-01-25,5.160.000.000,None,Comodoro Rivadavia,10,Ampolla 1007 Potencializado x20 ml,737,PWA_DESKTOP
1304447,15197,2024-01-25,1.305.500.000,None,La Pampa,1,Champu Phytoplus Con Semilla De Lino x400 ml,235,PWA_MOBILE
1304096,15193,2024-01-24,662.700.000,None,San Miguel,1,Balsam Vitaminado x200 ml,90,PWA_MOBILE
1304068,15192,2024-01-24,792.900.000,None,Caba,1,Cera Capilar Efecto Humedo x95ml,395,PWA_MOBILE
1303527,15185,2024-01-24,1.045.600.000,None,San Fernando,1,Savia Con Salvia y Silicona x400 ml,102,PWA_MOBILE
1303194,15181,2024-01-24,2.341.100.000,None,Caba,3,Coloracion Fortalecedora,2,PWA_MOBILE
1301355,15161,2024-01-22,1.712.800.000,None,Caba,2,Champú con Cafeina x295 ml,437,PWA_DESKTOP
1299561,15143,2024-01-20,6.644.800.000,None,Tucuman,4,Tratamiento Capilar Con Acido Hialuronico Nº 1 x 20 gr,409,PWA_MOBILE
1299561,15143,2024-01-20,6.644.800.000,None,Tucuman,1,Ampolla 011 Rosa Mosqueta y Aminoacidos x20 ml,711,PWA_MOBILE
1299561,15143,2024-01-20,6.644.800.000,None,Tucuman,1,Champu Hidratacion Intensa x400 ml,272,PWA_MOBILE
1299561,15143,2024-01-20,6.644.800.000,None,Tucuman,1,Champu Proteccion Del Color x400 ml,248,PWA_MOBILE
1299561,15143,2024-01-20,6.644.800.000,None,Tucuman,1,Spray Bifasico Oleo de Argan x150 ml.,654,PWA_MOBILE
1299561,15143,2024-01-20,6.644.800.000,None,Tucuman,1,Balsam Hidratacion Intensa x400 ml,274,PWA_MOBILE
1299495,15141,2024-01-20,659.600.000,None,"Retiro en Tienda, Roseti 951CABA",1,Máscara Nutri-Cream x150ml,858,PWA_DESKTOP
1299193,15137,2024-01-19,4.505.500.000,None,"Retiro en Tienda, Roseti 951CABA",1,Champú Anti Rojizo x 295ml,648,PWA_MOBILE
1299193,15137,2024-01-19,4.505.500.000,None,"Retiro en Tienda, Roseti 951CABA",1,Balsam Vitaminado x400 ml,91,PWA_MOBILE
1299193,15137,2024-01-19,4.505.500.000,None,"Retiro en Tienda, Roseti 951CABA",1,Shampoo 1007 Gel Potencializado x400 ml,36,PWA_MOBILE
1299193,15137,2024-01-19,4.505.500.000,None,"Retiro en Tienda, Roseti 951CABA",1,Óleo De Argan x60 ml,499,PWA_MOBILE
1298052,15125,2024-01-18,955.200.000,None,Comodoro Rivadavia,1,Coloracion Biocolor Mascara Nutriprotectora,12,PWA_MOBILE
1297515,15121,2024-01-18,3.399.770.000,Descuento Juliana,Caba,1,Champu Phytoplus Algas Marinas x800 ml,467,PWA_MOBILE
1297515,15121,2024-01-18,3.399.770.000,None,Caba,2,Balsam Vitaminado x800 ml,392,PWA_MOBILE
1297480,15117,2024-01-18,3.312.600.000,None,Comodoro Rivadavia,2,Champu Para Niños x250 ml,119,PWA_MOBILE
1297480,15117,2024-01-18,3.312.600.000,None,Comodoro Rivadavia,2,Desenredante Para Niños x250 ml,121,PWA_MOBILE
1297020,15112,2024-01-17,1.707.400.000,None,Moreno,2,Coloracion Biocolor 0% Amoniaco,13,PWA_MOBILE
1296512,15110,2024-01-17,3.194.800.000,None,San Nicolás,2,Coloracion Biocolor 0% Amoniaco,13,PWA_MOBILE
1296512,15110,2024-01-17,3.194.800.000,None,San Nicolás,2,Coloracion Biocolor 0% Amoniaco,13,PWA_MOBILE
1294935,15086,2024-01-15,3.943.400.000,None,"Retiro en Tienda, Roseti 951CABA",3,Shampoo 1007 x400ml,63,PWA_DESKTOP
1294935,15086,2024-01-15,3.943.400.000,None,"Retiro en Tienda, Roseti 951CABA",2,Balsam Vitaminado x400 ml,91,PWA_DESKTOP
1293232,15065,2024-01-13,3.929.200.000,None,"Retiro en Tienda, Roseti 951CABA",4,Spray Shine x290 ml,157,PWA_DESKTOP
1291210,15044,2024-01-11,875.200.000,None,Esteban Echeverria,1,Coloracion Biocolor Mascara Nutriprotectora,12,PWA_MOBILE
1290173,15035,2024-01-10,586.900.000,None,"Retiro en Tienda, Roseti 951CABA",1,Pantalla Capilar Con Filtro Solar x155ml,807,PWA_MOBILE
1289545,15026,2024-01-09,3.056.900.000,None,Caba,3,Spray Shine x290 ml,157,PWA_MOBILE
1289349,15022,2024-01-09,2.951.900.000,None,Caba,1,Protector Termico x250 ml,830,PWA_MOBILE
1289349,15022,2024-01-09,2.951.900.000,None,Caba,1,Máscara Capilar Oleo de Argan x150ml.,653,PWA_MOBILE
1289349,15022,2024-01-09,2.951.900.000,None,Caba,1,Shampoo Oleo de Argan x200ml.,651,PWA_MOBILE
1289181,15020,2024-01-09,3.204.800.000,None,Neuquén,4,Spray Para Peinar Ultra Brillo x150 ml,201,PWA_DESKTOP
1288677,15013,2024-01-08,6.966.800.000,None,Pinamar,3,Champu Bioxidil®,260,PWA_DESKTOP
1288677,15013,2024-01-08,6.966.800.000,None,Pinamar,1,Óleo De Argan x60 ml,499,PWA_DESKTOP
1288326,15006,2024-01-08,4.107.000.000,None,"Retiro en Tienda, Roseti 951CABA",2,Puro Henna Natural Cereza x80 gr,617,PWA_DESKTOP
1283890,14944,2024-01-04,1.601.000.000,None,Pilar,3,Shock De Keratina Oro y Caviar x20ml,759,PWA_DESKTOP
1283207,14936,2024-01-03,4.745.900.000,None,Caba,1,Balsam Vitaminado x800 ml,392,PWA_MOBILE
1283207,14936,2024-01-03,4.745.900.000,None,Caba,1,Protector Termico x250 ml,830,PWA_MOBILE
1283207,14936,2024-01-03,4.745.900.000,None,Caba,2,Champu Phytoplus Algas Marinas x800 ml,467,PWA_MOBILE
1282597,14918,2024-01-02,4.672.600.000,None,Mar del Plata,2,Champu Antioxidante x250 ml,215,PWA_MOBILE
1282597,14918,2024-01-02,4.672.600.000,None,Mar del Plata,2,Balsam Dermoprotector x255 ml,204,PWA_MOBILE
1282575,14915,2024-01-02,1.687.400.000,None,Olavarria,2,Coloracion Biocolor 0% Amoniaco,13,PWA_MOBILE
1281933,14900,2024-01-02,12.116.000.000,None,"Retiro en Tienda, Roseti 951CABA",4,Locion Bioxidil® x100 ml,763,PWA_MOBILE
1281933,14900,2024-01-02,12.116.000.000,None,"Retiro en Tienda, Roseti 951CABA",8,Ampolla Bioxidil ® x10 ml,762,PWA_MOBILE
1280986,14880,2023-12-31,2.338.000.000,None,"Retiro en Tienda, Roseti 951CABA",2,Spray Phytoplus Manzanilla x150 ml,751,PWA_MOBILE
1280483,14863,2023-12-30,5.757.280.000,descuento fiestas,Quilmes,4,Shampoo Ultra Brillo x255 ml,196,PWA_MOBILE
1280483,14863,2023-12-30,5.757.280.000,None,Quilmes,3,Balsam Ultra Brillo x255 ml,198,PWA_MOBILE
1280441,14859,2023-12-30,3.047.840.000,descuento fiestas,"Retiro en Tienda, Roseti 951CABA",1,Spray Bifasico Oleo de Argan x150 ml.,654,PWA_DESKTOP
1280441,14859,2023-12-30,3.047.840.000,None,"Retiro en Tienda, Roseti 951CABA",1,Máscara Capilar Oleo de Argan x150ml.,653,PWA_DESKTOP
1280441,14859,2023-12-30,3.047.840.000,None,"Retiro en Tienda, Roseti 951CABA",2,Óleo De Argan x 10 ml,298,PWA_DESKTOP
1280441,14859,2023-12-30,3.047.840.000,None,"Retiro en Tienda, Roseti 951CABA",1,Capsula Glycoceramidas + Multivitaminas x2 ml,415,PWA_DESKTOP
1279260,14806,2023-12-28,1.330.640.000,descuento fiestas,"Retiro en Tienda, Roseti 951CABA",1,Ampolla 011 Rosa Mosqueta y Aminoacidos x20 ml,711,PWA_MOBILE
1279260,14806,2023-12-28,1.330.640.000,None,"Retiro en Tienda, Roseti 951CABA",1,Ampolla 022 Con Ácido Hialuronico y Vitamina C x20 ml,722,PWA_MOBILE
1279260,14806,2023-12-28,1.330.640.000,None,"Retiro en Tienda, Roseti 951CABA",1,Spray Para Peinar Ultra Brillo x150 ml,201,PWA_MOBILE
1279095,14800,2023-12-28,1.347.040.000,descuento fiestas,"Retiro en Tienda, Roseti 951CABA",1,Champu Anticloro x250 ml,99,PWA_DESKTOP
1279095,14800,2023-12-28,1.347.040.000,None,"Retiro en Tienda, Roseti 951CABA",1,Shampoo Oleo de Argan x200ml.,651,PWA_DESKTOP
1278796,14798,2023-12-28,2.146.240.000,descuento fiestas,Avellaneda,1,Balsam Bifermix x400 ml,147,PWA_DESKTOP
1278796,14798,2023-12-28,2.146.240.000,None,Avellaneda,1,Champu Bifermix x400 ml,145,PWA_DESKTOP
1278796,14798,2023-12-28,2.146.240.000,None,Avellaneda,1,Baño De Crema Phytoplus Spirulina x115 gr,484,PWA_DESKTOP
1277610,14784,2023-12-27,8.644.430.000,Diagnostico en Minuscula,Caba,2,Óleo De Argan x60 ml,499,PWA_DESKTOP
1277610,14784,2023-12-27,8.644.430.000,None,Caba,1,Óleo De Argan x 10 ml,298,PWA_DESKTOP
1277610,14784,2023-12-27,8.644.430.000,None,Caba,1,Balsam Phytoplus Moringa y Keratina x200 ml,473,PWA_DESKTOP
1277610,14784,2023-12-27,8.644.430.000,None,Caba,1,Balsam Phytoplus Moringa y Keratina x400 ml,474,PWA_DESKTOP
1277610,14784,2023-12-27,8.644.430.000,None,Caba,2,Balsam Acondicionador Antifrizz Nº2 x 295 ml,623,PWA_DESKTOP
1277610,14784,2023-12-27,8.644.430.000,None,Caba,1,Champu Bifermix x400 ml,145,PWA_DESKTOP
1277610,14784,2023-12-27,8.644.430.000,None,Caba,1,Balsam Bifermix x200 ml,146,PWA_DESKTOP
1277610,14784,2023-12-27,8.644.430.000,None,Caba,1,Balsam Con Cafeina x295 ml,439,PWA_DESKTOP
1277077,14776,2023-12-26,2.163.500.000,None,Caba,1,Puro Henna Natural Tiziano x80 gr,618,PWA_DESKTOP
1275610,14757,2023-12-24,3.835.300.000,None,La Matanza,1,Champu Phytoplus Algas Marinas x800 ml,467,PWA_MOBILE
1275610,14757,2023-12-24,3.835.300.000,None,La Matanza,2,Balsam Vitaminado x800 ml,392,PWA_MOBILE
1275410,14752,2023-12-24,1.569.000.000,None,Entre Rios,1,Spray Phytoplus Manzanilla x150 ml,751,PWA_DESKTOP
1274761,14738,2023-12-22,2.399.680.000,descuento fiestas,Quilmes,4,Tono Sobre Tono,1,PWA_MOBILE
1274671,14730,2023-12-22,2.691.800.000,None,Santiago del Estero,3,Coloracion Permanente Ultrahidratante,11,PWA_MOBILE
1274671,14730,2023-12-22,2.691.800.000,None,Santiago del Estero,1,Coloracion Permanente Ultrahidratante,621,PWA_MOBILE
1274671,14730,2023-12-22,2.691.800.000,None,Santiago del Estero,2,Fija + Mas Hierbas 20 Vol. x 70 ml,5,PWA_MOBILE
1272594,14709,2023-12-20,1.374.800.000,None,"Retiro en Tienda, Roseti 951CABA",1,Tono Sobre Tono,1,PWA_DESKTOP
1272594,14709,2023-12-20,1.374.800.000,None,"Retiro en Tienda, Roseti 951CABA",1,Tono Sobre Tono,1,PWA_DESKTOP
1272093,14703,2023-12-19,7.723.100.000,None,Vicente López,1,Mascara Capilar Oleo de Argan x150ml.,653,PWA_MOBILE
1272093,14703,2023-12-19,7.723.100.000,None,Vicente López,1,Mascara Ultra Brillo x 150,702,PWA_MOBILE
1272093,14703,2023-12-19,7.723.100.000,None,Vicente López,2,Mascara Tratamiento p/Cabellos Alisados x150 ml,455,PWA_MOBILE
